file_name,n_tokens
mm2src/mm2_main/src/lp_ordermatch/order_requests_tracker.rs,749
mm2src/mm2_main/src/lp_ordermatch/orderbook_depth.rs,1323
mm2src/mm2_main/src/lp_ordermatch/orderbook_rpc.rs,4175
mm2src/mm2_main/src/lp_ordermatch/ordermatch_wasm_db.rs,1252
mm2src/mm2_main/src/lp_ordermatch/simple_market_maker.rs,8084
mm2src/mm2_main/src/lp_ordermatch/simple_market_maker_tests.rs,2952
mm2src/mm2_main/src/lp_price.rs,3370
mm2src/mm2_main/src/lp_stats.rs,4016
mm2src/mm2_main/src/lp_swap.rs,20488
mm2src/mm2_main/src/lp_swap/check_balance.rs,2505
mm2src/mm2_main/src/lp_swap/maker_swap.rs,55286
mm2src/mm2_main/src/lp_swap/max_maker_vol_rpc.rs,1320
mm2src/mm2_main/src/lp_swap/my_swaps_storage.rs,5136
mm2src/mm2_main/src/lp_swap/pubkey_banning.rs,1032
mm2src/mm2_main/src/lp_swap/recreate_swap_data.rs,6993
mm2src/mm2_main/src/lp_swap/saved_swap.rs,5158
mm2src/mm2_main/src/lp_swap/swap_lock.rs,2973
mm2src/mm2_main/src/lp_swap/swap_wasm_db.rs,1131
mm2src/mm2_main/src/lp_swap/swap_watcher.rs,6230
mm2src/mm2_main/src/lp_swap/taker_swap.rs,56071
mm2src/mm2_main/src/lp_swap/trade_preimage.rs,4302
mm2src/mm2_main/src/mm2.rs,4075
mm2src/mm2_main/src/notification/telegram/telegram.rs,737
mm2src/mm2_main/src/ordermatch_tests.rs,34651
mm2src/mm2_main/src/rpc.rs,4498
mm2src/mm2_main/src/rpc/dispatcher/dispatcher.rs,5498
mm2src/mm2_main/src/rpc/dispatcher/dispatcher_legacy.rs,2286
mm2src/mm2_main/src/rpc/lp_commands/lp_commands.rs,1070
mm2src/mm2_main/src/rpc/lp_commands/lp_commands_legacy.rs,4327
mm2src/mm2_main/src/rpc/rate_limiter.rs,577
mm2src/mm2_main/src/wasm_tests.rs,2089
mm2src/mm2_main/tests/docker_tests/docker_ordermatch_tests.rs,11794
mm2src/mm2_main/tests/docker_tests/docker_tests_common.rs,12027
mm2src/mm2_main/tests/docker_tests/docker_tests_inner.rs,42510
mm2src/mm2_main/tests/docker_tests/mod.rs,117
mm2src/mm2_main/tests/docker_tests/qrc20_tests.rs,26221
mm2src/mm2_main/tests/docker_tests/slp_tests.rs,2027
mm2src/mm2_main/tests/docker_tests/solana_tests.rs,1642
mm2src/mm2_main/tests/docker_tests/swap_watcher_tests.rs,20229
mm2src/mm2_main/tests/docker_tests/swaps_confs_settings_sync_tests.rs,6911
mm2src/mm2_main/tests/docker_tests/swaps_file_lock_tests.rs,10779
mm2src/mm2_main/tests/docker_tests_main.rs,1302
mm2src/mm2_main/tests/integration_tests_common/mod.rs,1645
mm2src/mm2_main/tests/mm2_tests/bch_and_slp_tests.rs,8035
mm2src/mm2_main/tests/mm2_tests/best_orders_tests.rs,14226
mm2src/mm2_main/tests/mm2_tests/eth_tests.rs,982
mm2src/mm2_main/tests/mm2_tests/iris_swap.rs,2760
mm2src/mm2_main/tests/mm2_tests/lightning_tests.rs,11581
mm2src/mm2_main/tests/mm2_tests/lp_bot_tests.rs,764
mm2src/mm2_main/tests/mm2_tests/mm2_tests_inner.rs,93887
mm2src/mm2_main/tests/mm2_tests/mod.rs,488
mm2src/mm2_main/tests/mm2_tests/orderbook_sync_tests.rs,17298
mm2src/mm2_main/tests/mm2_tests/tendermint_ibc_asset_tests.rs,919
mm2src/mm2_main/tests/mm2_tests/tendermint_tests.rs,4379
mm2src/mm2_main/tests/mm2_tests/z_coin_tests.rs,6234
mm2src/mm2_main/tests/mm2_tests_main.rs,29
mm2src/mm2_metamask/Cargo.toml,331
mm2src/mm2_metamask/src/eip_1193_provider.rs,1055
mm2src/mm2_metamask/src/lib.rs,223
mm2src/mm2_metamask/src/metamask.rs,907
mm2src/mm2_metamask/src/metamask_error.rs,921
mm2src/mm2_metrics/Cargo.toml,343
mm2src/mm2_metrics/src/lib.rs,1095
mm2src/mm2_metrics/src/mm_metrics.rs,5414
mm2src/mm2_metrics/src/recorder.rs,1846
mm2src/mm2_net/Cargo.toml,541
mm2src/mm2_net/src/grpc_web.rs,1646
mm2src/mm2_net/src/ip_addr.rs,1956
mm2src/mm2_net/src/lib.rs,83
mm2src/mm2_net/src/native_http.rs,1245
mm2src/mm2_net/src/transport.rs,924
mm2src/mm2_net/src/wasm_http.rs,3000
mm2src/mm2_net/src/wasm_ws.rs,7707
mm2src/mm2_number/Cargo.toml,161
mm2src/mm2_number/src/big_int_str.rs,743
mm2src/mm2_number/src/fraction.rs,515
mm2src/mm2_number/src/lib.rs,272
mm2src/mm2_number/src/mm_number.rs,3752
mm2src/mm2_number/src/mm_number_multi_repr.rs,257
mm2src/mm2_rpc/Cargo.toml,255
mm2src/mm2_rpc/src/lib.rs,25
mm2src/mm2_rpc/src/mm_protocol.rs,2437
mm2src/mm2_rpc/src/wasm_rpc.rs,445
mm2src/mm2_test_helpers/Cargo.toml,426
mm2src/mm2_test_helpers/dummy_files/iris_nimda_history.json,4974
mm2src/mm2_test_helpers/dummy_files/iris_test_history.json,7261
mm2src/mm2_test_helpers/src/electrums.rs,1217
mm2src/mm2_test_helpers/src/for_tests.rs,29209
mm2src/mm2_test_helpers/src/lib.rs,42
mm2src/mm2_test_helpers/src/structs.rs,9229
mm2src/peers/Cargo.toml,2
mm2src/peers/http_fallback.rs,2
mm2src/peers/peers.rs,2
mm2src/peers/peers_tests.rs,2
mm2src/rpc_task/Cargo.toml,146
mm2src/rpc_task/src/handle.rs,761
mm2src/rpc_task/src/lib.rs,1042
mm2src/rpc_task/src/manager.rs,3390
mm2src/rpc_task/src/rpc_common.rs,1163
mm2src/rpc_task/src/task.rs,227
mm2src/trezor/Cargo.toml,364
mm2src/trezor/README.md,76
mm2src/trezor/build.rs,91
mm2src/trezor/proto/messages-bitcoin.proto,6375
mm2src/trezor/proto/messages-common.proto,1235
mm2src/trezor/proto/messages-management.proto,3758
mm2src/trezor/proto/messages.proto,5711
mm2src/trezor/src/client.rs,1645
mm2src/trezor/src/device_info.rs,146
mm2src/trezor/src/error.rs,1149
mm2src/trezor/src/lib.rs,294
mm2src/trezor/src/proto/messages.rs,2295
mm2src/trezor/src/proto/messages_bitcoin.rs,11065
mm2src/trezor/src/proto/messages_common.rs,1889
mm2src/trezor/src/proto/messages_management.rs,6356
mm2src/trezor/src/proto/mod.rs,1079
mm2src/trezor/src/response.rs,2448
mm2src/trezor/src/response_processor.rs,430
mm2src/trezor/src/result_handler.rs,396
mm2src/trezor/src/transport/mod.rs,637
mm2src/trezor/src/transport/protocol.rs,1210
mm2src/trezor/src/transport/usb.rs,914
mm2src/trezor/src/transport/webusb.rs,1445
mm2src/trezor/src/trezor_rpc_task.rs,1021
mm2src/trezor/src/user_interaction.rs,201
mm2src/trezor/src/utxo/mod.rs,136
mm2src/trezor/src/utxo/prev_tx.rs,1308
mm2src/trezor/src/utxo/sign_utxo.rs,2493
mm2src/trezor/src/utxo/unsigned_tx.rs,2402
mm2src/trezor/src/utxo/utxo_command.rs,507
rust-toolchain.toml,33
rustfmt.toml,535
scripts/ci/android-ndk.rb,415
scripts/ci/android-ndk.sh,294
scripts/mm2/autoprice,99
scripts/mm2/buy,83
scripts/mm2/client/all_swaps_uuids_by_filter,78
scripts/mm2/client/ban_pubkey,86
scripts/mm2/client/best_orders,95
scripts/mm2/client/buy_ONE_ANOTHER,101
scripts/mm2/client/client,270
scripts/mm2/client/client_debug,385
scripts/mm2/client/disable_coin,94
scripts/mm2/client/enable,730
scripts/mm2/client/enable_ADEX,114
scripts/mm2/client/enable_BCH,120
scripts/mm2/client/enable_BNB,114
scripts/mm2/client/enable_BNBT,121
scripts/mm2/client/enable_GRS,132
scripts/mm2/client/enable_MORTY,121
scripts/mm2/client/enable_RICK,120
scripts/mm2/client/enable_USDF,110
scripts/mm2/client/enable_tBCH,183
scripts/mm2/client/enable_tBCH_USDF,410
scripts/mm2/client/get_trade_fee,74
scripts/mm2/client/list_banned_pubkeys,65
scripts/mm2/client/min_trading_vol,75
scripts/mm2/client/my_balance,73
scripts/mm2/client/my_recent_swaps,79
scripts/mm2/client/my_tx_history_from_id,151
scripts/mm2/client/my_tx_history_page_number,119
scripts/mm2/client/passphrase,12
scripts/mm2/client/setpassphrase,134
scripts/mm2/client/setprice_ONE_ANOTHER,102
scripts/mm2/client/userpass,29
scripts/mm2/client/validate_address,84
scripts/mm2/client/withdraw,94
scripts/mm2/enable,111
scripts/mm2/orderbook,71
scripts/mm2/seed/enable,398
scripts/mm2/seed/myipaddr,11
scripts/mm2/seed/passphrase,12
scripts/mm2/seed/run,262
scripts/mm2/seed/run_debug,368
scripts/mm2/seed/sell_ONE_ANOTHER,83
scripts/mm2/seed/setpassphrase,134
scripts/mm2/seed/userpass,29
scripts/mm2/setpassphrase,134
scripts/mm2/stop,53
scripts/mm2/userpass,29
